5419,58
14402,25
14731,46
14943,59
24179,50
24216,82
24221,87
33720,85
33739,26
33746,173
33969,159
33978,104
41162,9
50398,27
58825,39
58841,72
59166,35
59267,12
59294,156
65164,20
65200,79
65351,142
65452,14
1393698,43
72541,44
78905,0
79111,20
79129,63
79266,74
86278,7
86413,35
86477,53
93632,9
93650,43
93655,24
100388,23
100420,182
100444,59
100631,32
100829,11
107668,59
107995,28
114398,4
114501,22
114521,1
121392,30
121656,3
121757,43
129120,173
129160,21
129178,117
129267,66
136771,27
136823,4
136836,27
136899,50
144661,84
144669,35
144783,45
144862,23
144873,111
144888,12
151963,18
151966,33
152016,45
152019,68
152028,40
152248,29
152313,70
152323,7
158634,27
158804,10
167304,120
173652,24
173726,236
173786,10
173814,35
180746,60
180870,29
180910,82
180939,186
181095,11
187915,7
187936,13
188266,77
196017,115
202962,10
203069,106
210711,45
216664,23
216673,33
223038,22
223162,16
223238,2
223316,19
223317,23
223393,29
230834,7
230973,54
230984,26
231052,22
238451,11
238615,19
245607,90
245727,11
245840,24
245868,59
251033,7
251181,19
251248,17
251346,40
256978,51
270434,6
276585,47
276802,27
276832,10
282916,7
283004,36
283128,14
283209,21
289978,20
290018,7
290055,15
290112,5
290227,54
296964,61
297033,60
297213,8
297236,8
303877,100
303911,20
304081,10
304233,19
311043,0
311242,5
311268,24
317447,3
317472,17
317576,9
317828,18
323750,31
323957,27
324053,46
331326,35
337019,42
337024,29
337208,3
337237,4
337300,14
337304,205
337344,59
342990,31
343068,24
343192,24
349092,17
349156,9
349250,3
355833,6
355907,64
356000,16
362419,26
362790,31
369823,7
370030,84
370047,62
376101,23
376208,6
376372,23
388069,62
393554,45
393622,129
393723,14
393736,7
393833,2
393843,48
401241,34
401358,15
401376,82
413656,10
419222,21
419240,7
426396,43
433281,13
433493,26
433495,9
439447,57
439485,48
439690,1
446518,19
446717,19
453352,17
453578,46
453691,37
459942,39
460027,104
460163,20
460164,32
465727,35
465882,62
471663,4
471946,40
471962,21
477387,32
483609,11
483664,3
483741,54
483802,50
489874,18
489913,5
489999,22
490164,39
496096,246
496222,9
501723,36
502060,30
502102,32
507785,44
513663,19
513697,17
513735,4
520190,26
520196,25
520241,22
520400,22
520467,3
526410,18
526469,61
526548,12
526761,9
526797,39
532892,97
532902,8
539583,14
546004,34
546051,17
546144,5
546220,10
553073,11
553149,14
553185,39
558502,3
558648,9
563740,15
563827,24
564039,18
569694,40
569940,154
576535,24
576552,80
576592,3
576659,30
576740,57
576802,22
582596,20
587814,27
588003,43
588030,9
588083,4
588089,82
593147,23
593176,19
593214,452
593245,30
598355,19
598398,30
598437,13
598484,8
605181,13
611340,12
611366,4
616948,25
617088,10
617145,31
623474,15
623523,22
623533,13
623618,13
623635,30
629675,27
636686,30
636758,8
636829,33
636886,9
642656,49
642707,10
642759,26
648814,31
648862,8
649003,5
654722,88
654752,16
654906,33
659906,13
659970,61
666510,8
666601,8
666611,5
666799,51
666828,8
666856,34
671642,12
671694,16
671703,22
671791,10
671876,36
677481,3
677484,9
677595,7
677629,0
677632,15
682560,4
682615,60
682852,8
688715,5
688760,50
699995,14
700192,21
712203,20
712279,215
712296,33
718377,9
718394,4
718565,7
718599,5
730359,9
730376,46
730433,46
730555,33
735832,9
740936,1
741045,6
747292,68
747296,93
754294,78
754341,12
754527,51
765408,11
765736,24
771833,13
772084,3
6340,5
6369,11
6578,107
6785,118
16248,37
16340,34
16396,19
16491,15
27242,126
27562,2
27568,12
27570,15
27578,110
35646,166
35743,17
42934,81
49269,16
57383,145
57615,80
57625,13
57652,18
57689,20
62188,160
62201,53
62353,121
70453,9
70455,20
70577,28
70602,67
70614,95
85699,176
85880,86
85941,6
85978,17
86105,53
92328,9
92427,10
99353,26
99391,33
