4168,22
14823,68
24963,24
24991,18
25046,49
25261,16
25343,36
32044,41
32280,12
32332,30
39391,8
39561,54
48616,11
48884,40
49066,31
49092,34
56908,31
56950,7
56954,32
57020,29
62977,9
71257,17
71478,7
71561,7
78108,15
78277,12
86046,15
93451,22
107123,8
107264,165
114575,7
114586,40
122109,12
122144,4
128349,3
128377,13
136129,11
144117,11
144176,14
144453,9
151228,7
151392,14
158539,8
158557,22
173618,34
173717,17
173810,5
173851,91
174005,2
187281,9
194616,36
194650,7
194754,25
195020,43
199823,35
200219,23
207304,9
207496,0
207510,47
207652,31
212559,10
212562,54
212596,22
212713,7
212734,47
212906,9
219431,6
219467,9
225953,7
226127,30
234532,7
234906,50
234929,0
241819,69
241892,18
241971,4
254129,28
254251,12
261351,2
268251,65
268321,76
268381,19
275471,12
275536,21
275569,12
288559,19
288573,41
288628,1
295257,5
295299,9
300986,61
301240,7
306591,7
306668,76
306880,8
312244,2
312312,39
319788,20
325579,2
338824,64
345198,15
351394,19
351511,4
357500,4
363718,6
363908,21
371796,38
371898,68
379453,66
386652,28
393950,6
413809,15
418817,50
438321,15
438381,16
438397,9
444372,3
444595,2
444673,1
451375,14
451404,6
463317,6
470020,4
470097,21
470203,5
482702,2
487430,4
487493,15
492220,10
492283,27
498578,20
505251,37
505387,7
511315,1
511317,2
517417,100
517580,19
524641,13
524725,4
524755,16
531114,25
531199,10
531353,7
537173,38
537174,8
537187,0
537191,2
543277,18
549200,4
559707,20
559808,14
559844,49
565871,11
576941,11
576990,47
577188,54
582756,4
582851,5
593905,10
604952,12
605189,15
605217,11
605226,32
623418,38
623518,36
623545,18
623611,7
629667,81
636550,12
643055,13
643122,11
659796,14
659832,8
659857,9
666929,24
667034,28
672638,17
672693,32
672731,11
678481,5
678702,12
684640,26
691657,8
691799,14
691813,58
697004,33
697006,3
697108,22
703051,9
703061,2
703231,2
716412,49
721340,26
721472,5
721552,18
727410,38
727421,3
727604,2
733475,51
739089,10
739283,6
745779,9
751762,5
758006,4
762954,1
763016,15
769529,5
769534,3
769770,10
769828,16
776107,35
776120,16
782313,3
782354,6
782384,18
787296,31
787313,47
787354,5
792194,8
797946,6
797966,17
798118,1
804078,10
821321,8
821359,37
821423,9
821445,34
832655,4
832755,12
832940,11
837876,20
837955,13
838079,19
838085,9
842970,7
843058,10
849200,12
854693,13
854930,48
860442,28
860459,15
865556,6
871521,5
871796,13
876731,5
876759,6
876816,4
876866,20
876923,13
883313,29
888875,12
900231,8
900411,7
906918,5
907004,20
912121,9
917532,4
923025,1
923195,8
928813,13
929029,56
934313,2
934314,25
934358,9
944434,14
949779,8
955212,11
960575,2
960746,16
960841,11
965184,5
971369,12
971401,23
971459,13
977159,10
989163,10
994573,4
994746,10
1007018,10
1013797,29
1013896,14
1018669,21
1018935,10
1024482,13
1024732,4
1024803,7
1029897,23
1035930,6
1036142,4
1041512,11
1041623,15
1052844,12
1053060,7
1057806,7
1058006,5
1062937,60
1063043,6
1063073,68
1063087,9
1068964,13
1074069,2
1084572,32
1089523,17
1089813,16
1096092,7
1101584,11
1111558,2
1117683,31
1117693,6
1122988,20
1123000,42
1128503,14
1128535,12
1139985,16
1145775,15
1145847,17
1145892,25
1145956,9
1151693,18
1163801,7
1163938,2
1163996,13
1164064,2
1169786,36
1169805,26
1175380,12
1175448,9
1180602,21
1186450,0
1186475,3
1191989,13
1203811,14
1203815,19
1209183,4
1214625,12
1226489,19
1226555,49
1226584,31
1226630,1
1231774,13
3234,6
11359,7
11462,21
11562,80
30800,1
36760,8
45340,22
45453,18
45546,15
52824,17
52880,26
59787,7
73927,18
73964,12
74019,24
81099,14
88259,103
96553,12
96661,3
104158,36
111285,8
111388,13
111461,49
111652,7
117900,3
122982,16
123012,17
123216,3
128921,2
129023,43
129036,84
136536,9
152101,61
152276,3
159087,59
159456,11
166159,5
166174,18
166438,47
174225,13
181568,19
181615,7
181956,12
197375,20
197675,125
211216,32
211500,114
211530,36
218522,23
218608,34
218696,2
218794,3
225362,17
225548,17
225563,13
233643,7
233828,20
233919,43
233936,5
240030,12
246211,23
246329,28
252683,94
252735,12
253031,3
259219,38
259398,88
267237,93
273732,10
273777,22
273809,11
278932,8
278940,8
278943,6
279220,3
285828,5
286091,25
292164,27
292204,8
292463,66
304270,5
304271,4
317879,6
324220,8
324334,6
324399,43
337522,15
337766,1
349410,1
349729,2
356090,16
356091,2
361633,8
368041,10
368253,12
378259,8
383977,10
383978,9
390693,130
403088,50
409300,15
409338,44
415287,16
427039,5
427207,93
427351,8
433729,12
433752,18
433860,37
452649,37
452806,7
458476,23
471300,40
471435,4
471506,2
471595,21
471618,39
477616,11
490618,51
490627,10
490821,0
497472,6
497548,19
504003,4
510156,9
535164,9
546704,23
552888,9
552904,2
552922,5
552999,6
558942,3
559045,52
559148,19
559179,5
564710,10
570353,41
570582,2
577339,12
577411,20
577489,3
583597,25
583689,19
583796,4
594935,11
600146,14
600202,32
606224,18
613024,8
617787,21
628410,1
628666,23
634727,3
634963,10
634964,19
634971,9
640996,51
646809,16
652777,18
652815,26
657983,7
658133,16
658253,13
664279,5
664370,30
681115,10
681309,32
686873,20
687034,18
687239,13
693928,28
699785,14
706412,10
711912,0
717874,9
718126,48
724199,24
724380,27
724386,36
729249,16
729267,44
729287,4
734802,18
740053,30
746207,45
746347,9
746540,50
760030,33
760228,21
765605,21
772253,7
772471,4
772494,2
777372,7
777543,11
783531,8
783532,6
788550,43
788689,27
788706,7
788860,4
798798,6
810764,4
822862,14
834912,16
840457,4
840742,14
845439,6
845458,26
851122,13
851248,8
856116,22
856388,13
862036,2
867866,9
867879,4
873389,2
873432,22
878943,115
890723,128
896645,2
901907,9
902031,4
902096,20
908488,11
908557,17
908742,3
914528,1
920066,13
925854,3
925981,29
926096,5
926137,39
932073,4
936804,23
936935,10
936999,22
937064,11
952607,9
963611,5
963683,9
969407,2
969448,14
974964,28
974980,15
980766,24
980999,134
981073,32
993970,2
1005530,12
1010356,2
1010402,17
1021422,2
1021436,3
1027129,19
1031885,15
1031952,31
1032152,14
1038171,28
1038318,28
1038321,13
1043342,12
1049357,8
1054674,3
1054701,28
1060017,1
1060198,8
1060280,25
1071092,8
1076616,14
1087133,9
1087279,20
1098786,8
1098877,10
1103308,8
1103373,4
1103522,24
1114270,8
1119799,36
1119956,3
1125188,3
1131712,25
1132005,6
1138142,9
1138239,10
